id,created_at,text_name,latitude,longitude,is_redwood,is_fir,is_oak,is_eucalyptus,is_manzanita,is_pine,is_madrone,is_cypress,is_hardwood,is_grass,is_duff,is_rott,is_dung,is_wood_chip,grid_code,cluster
81463,2011-11-05 02:27:01,Agaricus augustus,37.78070068359375,-122.51399993896484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370_151,7
82594,2011-11-15 14:18:00,Agaricus augustus,37.49504852294922,-122.36899948120117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290_180,8
21553,2009-06-02 18:59:21,Agaricus augustus,37.05659866333008,-122.1349983215332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168_227,2
129829,2013-03-04 02:11:34,Agaricus augustus,37.72434997558594,-122.48199844360352,0,0,0,0,0,1,0,0,0,0,0,0,0,0,354_157,7
83102,2011-11-23 21:37:52,Agaricus augustus,37.42254829406738,-122.28800201416016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270_196,8
49593,2010-08-04 05:22:47,Agaricus augustus,37.89970016479492,-122.24800109863281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,403_204,5
138580,2013-07-04 18:28:52,Agaricus augustus,37.114898681640625,-122.2614974975586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184_202,2
57453,2010-10-29 13:58:57,Agaricus augustus,36.990400314331055,-122.05899810791016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149_242,2
27950,2009-11-09 12:31:27,Agaricus augustus,37.89970016479492,-122.24800109863281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403_204,5
92635,2012-04-13 03:32:26,Agaricus augustus,37.75764846801758,-122.44400024414062,0,0,0,0,0,1,0,0,0,0,0,0,0,0,364_165,7
318067,2018-05-31 15:48:04,Agaricus augustus,37.51210021972656,-122.3499984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295_184,8
240031,2016-05-29 03:40:56,Agaricus augustus,37.074649810791016,-122.10950088500977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,173_232,2
199863,2015-02-26 20:12:51,Agaricus augustus,37.124149322509766,-121.98049926757812,1,0,0,0,0,0,0,0,0,0,1,0,0,0,186_258,2
95406,2012-05-24 10:35:04,Agaricus augustus,37.8755989074707,-122.24749755859375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,397_204,5
61184,2010-12-23 04:25:11,Agaricus augustus,37.435800552368164,-122.34199905395508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274_186,8
221449,2015-11-02 02:13:16,Agaricus augustus,37.76900100708008,-122.48350143432617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367_157,7
223915,2015-11-27 16:37:20,Agaricus augustus,37.11910057067871,-122.1245002746582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185_229,2
177503,2014-09-10 21:23:39,Agaricus augustus,36.91494941711426,-121.76300048828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128_301,6
32255,2010-01-20 02:01:12,Agaricus augustus,37.76900100708008,-122.48350143432617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367_157,7
81098,2011-10-31 04:12:27,Agaricus augustus,37.8755989074707,-122.24749755859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397_204,5
191814,2014-12-05 18:08:54,Agaricus augustus,37.00379943847656,-122.05550003051758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153_243,2
82592,2011-11-15 14:04:52,Agaricus augustus,37.54215049743652,-122.51649856567383,0,0,0,0,0,1,0,1,0,0,0,0,0,0,303_151,8
129465,2013-02-25 04:59:46,Agaricus augustus,37.15534973144531,-122.23699951171875,1,0,0,0,0,1,0,0,0,0,0,0,0,0,195_207,4
21832,2009-06-08 00:04:48,Agaricus augustus,37.76900100708008,-122.48350143432617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367_157,7
26386,2009-10-08 23:05:52,Agaricus augustus,37.75090026855469,-122.48999786376953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362_156,7
49912,2010-08-08 22:41:34,Agaricus augustus,37.883649826049805,-122.22200012207031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399_210,5
26633,2009-10-15 10:18:24,Agaricus augustus,37.77694892883301,-122.18149948120117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369_218,5
52187,2010-09-07 00:47:50,Agaricus augustus,37.76594924926758,-122.46750259399414,0,0,0,0,0,0,0,1,0,0,0,0,0,0,366_160,7
59054,2010-11-17 04:38:29,Agaricus augustus,36.990400314331055,-122.05899810791016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149_242,2
56905,2010-10-27 18:54:46,Agaricus augustus,37.54890060424805,-122.2594985961914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305_202,8
148937,2013-10-17 02:50:32,Agaricus augustus,37.77215003967285,-122.44700241088867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368_164,7
28240,2009-11-15 05:08:09,Agaricus augustus,36.990400314331055,-122.05899810791016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149_242,2
60699,2010-12-13 02:21:03,Agaricus augustus,37.39284896850586,-122.31800079345703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262_190,8
234969,2016-03-19 18:21:52,Agaricus augustus,37.245100021362305,-122.14400100708008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220_225,4
238804,2016-05-15 23:48:41,Agaricus augustus,37.77215003967285,-122.44700241088867,0,0,0,0,0,0,0,1,0,0,0,0,0,0,368_164,7
250275,2016-08-30 18:08:27,Agaricus augustus,37.11910057067871,-122.1245002746582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185_229,2
163557,2014-04-17 06:29:08,Agaricus augustus,37.848899841308594,-122.20550155639648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389_213,5
223914,2015-11-27 16:32:51,Agaricus augustus,37.245100021362305,-122.14400100708008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,220_225,4
67218,2011-05-11 22:10:54,Agaricus augustus,36.982648849487305,-121.87249755859375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147_280,6
68670,2011-06-06 01:42:35,Agaricus augustus,36.99279975891113,-122.00400161743164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150_253,2
188759,2014-11-16 23:28:30,Agaricus augustus,37.87335014343262,-122.26449966430664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396_201,5
73516,2011-08-07 11:19:57,Agaricus augustus,37.72434997558594,-122.48199844360352,0,0,0,0,0,0,0,1,0,0,0,0,0,0,354_157,7
81217,2011-11-01 20:27:04,Agaricus augustus,37.86479949951172,-122.3120002746582,0,0,0,0,0,0,0,0,0,1,0,0,0,0,393_192,5
82535,2011-11-15 03:12:50,Agaricus augustus,37.78070068359375,-122.51399993896484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370_151,7
24439,2009-08-17 07:11:04,Agaricus augustus,37.7681999206543,-122.44100189208984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366_166,7
26605,2009-10-15 00:56:54,Agaricus augustus,37.124149322509766,-121.98049926757812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186_258,2
56761,2010-10-26 23:57:43,Agaricus augustus,37.78070068359375,-122.51399993896484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370_151,7
59391,2010-11-21 06:09:39,Agaricus augustus,36.982648849487305,-121.87249755859375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147_280,6
325816,2018-08-05 19:41:55,Agaricus augustus,37.76900100708008,-122.48350143432617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367_157,7
250096,2016-08-29 06:27:47,Agaricus augustus,37.87825012207031,-122.23649978637695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397_207,5
163409,2014-04-15 00:29:09,Agaricus augustus,36.99429893493652,-122.05849838256836,1,0,0,0,0,0,0,0,0,0,1,0,0,0,150_242,2
164851,2014-05-08 06:34:45,Agaricus augustus,37.67864990234375,-122.45249938964844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341_163,7
179832,2014-09-22 19:10:07,Agaricus augustus,36.91494941711426,-121.76300048828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128_301,6
69255,2011-06-15 00:08:04,Agaricus augustus,37.77750015258789,-122.51150131225586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369_152,7
33396,2010-02-10 08:41:16,Agaricus augustus,37.75764846801758,-122.44400024414062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364_165,7
71873,2011-07-20 00:09:33,Agaricus augustus,37.77750015258789,-122.51150131225586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369_152,7
77954,2011-10-04 03:48:26,Agaricus augustus,37.87260055541992,-122.24200057983398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396_206,5
79994,2011-10-19 09:49:12,Agaricus augustus,37.46179962158203,-122.25350189208984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281_203,8
49193,2010-07-26 23:08:21,Agaricus augustus,37.81235122680664,-122.18850326538086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379_216,5
322081,2018-07-06 04:14:02,Agaricus augustus,37.15534973144531,-122.23699951171875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195_207,4
257315,2016-10-18 04:04:53,Agaricus augustus,37.97220039367676,-122.61950302124023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424_130,3
259868,2016-11-03 05:22:51,Agaricus augustus,37.18734931945801,-121.85900115966797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204_282,6
84722,2011-12-16 23:50:24,Agaricus subrutilescens,37.25710105895996,-122.24699783325195,1,0,0,0,0,0,0,0,0,0,1,0,0,0,224_205,4
28586,2009-11-21 22:47:48,Agaricus subrutilescens,37.124149322509766,-121.98049926757812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186_258,2
61176,2010-12-23 03:06:39,Agaricus subrutilescens,37.435800552368164,-122.34199905395508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274_186,8
162273,2014-03-29 03:54:54,Agaricus subrutilescens,37.063499450683594,-122.10299682617188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,169_233,2
61498,2010-12-30 22:23:42,Agaricus subrutilescens,37.43619918823242,-122.29899978637695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274_194,8
119927,2012-12-14 18:59:57,Agaricus subrutilescens,37.83289909362793,-122.16550064086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385_221,5
120219,2012-12-17 00:16:25,Agaricus subrutilescens,37.83289909362793,-122.16550064086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385_221,5
120587,2012-12-21 00:13:12,Agaricus subrutilescens,37.23925018310547,-121.79199981689453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219_296,6
226348,2015-12-28 06:11:03,Agaricus subrutilescens,37.435800552368164,-122.34199905395508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274_186,8
191774,2014-12-05 06:21:44,Agaricus subrutilescens,37.00379943847656,-122.05550003051758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153_243,2
123058,2013-01-21 09:32:44,Agaricus subrutilescens,37.06254959106445,-122.02949905395508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169_248,2
123488,2013-01-27 05:22:22,Agaricus subrutilescens,37.06254959106445,-122.02949905395508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169_248,2
228349,2016-01-20 09:54:48,Agaricus subrutilescens,37.81235122680664,-122.18850326538086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379_216,5
59782,2010-11-26 23:13:19,Agaricus subrutilescens,36.982648849487305,-121.87249755859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147_280,6
262226,2016-11-23 02:21:32,Agaricus subrutilescens,37.815250396728516,-122.16300201416016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,380_221,5
61873,2011-01-07 00:52:40,Agaricus subrutilescens,37.43619918823242,-122.29899978637695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274_194,8
120217,2012-12-17 00:14:47,Agaricus subrutilescens,37.43619918823242,-122.29899978637695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274_194,8
120367,2012-12-18 07:50:01,Agaricus subrutilescens,37.02499961853027,-122.05800247192383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,159_242,2
34283,2010-02-27 20:35:36,Agaricus subrutilescens,37.435800552368164,-122.34199905395508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274_186,8
30402,2009-12-16 00:40:14,Agaricus subrutilescens,37.84229850769043,-122.19049835205078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387_216,5
31958,2010-01-14 00:22:52,Agaricus subrutilescens,37.83289909362793,-122.16550064086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385_221,5
32195,2010-01-19 02:10:23,Agaricus subrutilescens,37.124149322509766,-121.98049926757812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186_258,2
33473,2010-02-12 04:19:03,Agaricus subrutilescens,36.982648849487305,-121.87249755859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147_280,6
191470,2014-12-03 20:12:23,Agaricus subrutilescens,36.990400314331055,-122.05899810791016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149_242,2
193952,2014-12-18 01:40:48,Agaricus subrutilescens,37.81865119934082,-122.14300155639648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381_225,5
138385,2013-07-02 14:54:51,Agaricus subrutilescens,36.990400314331055,-122.05899810791016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149_242,2
59555,2010-11-24 01:43:55,Agaricus subrutilescens,38.06800079345703,-122.74100112915039,0,0,0,0,0,0,1,0,0,0,0,0,0,0,450_106,3
90393,2012-03-19 22:51:07,Agaricus subrutilescens,37.08399963378906,-122.0615005493164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175_242,2
60397,2010-12-07 00:03:47,Agaricus subrutilescens,37.81235122680664,-122.18850326538086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379_216,5
196319,2015-01-15 02:35:57,Agaricus subrutilescens,37.24059867858887,-122.09149932861328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219_236,4
61178,2010-12-23 03:26:19,Agaricus subrutilescens,37.435800552368164,-122.34199905395508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274_186,8
62970,2011-01-31 22:33:58,Agaricus subrutilescens,36.982648849487305,-121.87249755859375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147_280,6
186286,2014-10-30 01:18:26,Agaricus subrutilescens,37.06254959106445,-122.02949905395508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169_248,2
120022,2012-12-15 01:23:15,Agaricus subrutilescens,37.83289909362793,-122.16550064086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385_221,5
16274,2009-01-13 08:52:47,Agaricus subrutilescens,36.985450744628906,-122.0374984741211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148_246,2
82943,2011-11-21 10:02:03,Agaricus subrutilescens,37.124149322509766,-121.98049926757812,1,0,0,0,0,0,0,0,0,0,1,0,0,0,186_258,2
196152,2015-01-13 03:44:56,Agaricus subrutilescens,37.0526008605957,-122.06300354003906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166_241,2
121169,2012-12-27 00:43:21,Agaricus subrutilescens,37.02854919433594,-121.88050079345703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160_278,6
60109,2010-12-02 23:56:55,Amanita augusta,37.83289909362793,-122.16550064086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385_221,5
1674,2006-12-24 17:20:20,Amanita augusta,37.33015060424805,-122.18000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244_218,4
29446,2009-12-04 06:15:28,Amanita augusta,37.08995056152344,-121.87899780273438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177_278,6
60869,2010-12-16 23:07:47,Amanita augusta,37.39284896850586,-122.31800079345703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262_190,8
29498,2009-12-04 23:28:04,Amanita augusta,37.022600173950195,-121.95449829101562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,158_263,6
2331,2007-02-07 00:03:29,Amanita augusta,37.33015060424805,-122.18000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244_218,4
61206,2010-12-24 01:00:09,Amanita augusta,37.81235122680664,-122.18850326538086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379_216,5
163086,2014-04-08 03:59:11,Amanita augusta,36.967899322509766,-121.99200057983398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143_256,2
118452,2012-11-30 23:53:59,Amanita augusta,37.83289909362793,-122.16550064086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385_221,5
31539,2010-01-06 01:17:58,Amanita augusta,37.83289909362793,-122.16550064086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385_221,5
66204,2011-04-25 00:22:53,Amanita augusta,37.80014991760254,-122.16899871826172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375_220,5
18766,2009-02-23 17:23:24,Amanita augusta,37.80014991760254,-122.16899871826172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375_220,5
227088,2016-01-06 05:50:08,Amanita augusta,37.00379943847656,-122.05550003051758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153_243,2
34350,2010-02-28 12:24:16,Amanita augusta,37.33015060424805,-122.18000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244_218,4
19521,2009-03-18 14:52:17,Amanita augusta,37.80014991760254,-122.16899871826172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375_220,5
83670,2011-11-29 20:36:36,Amanita augusta,36.990400314331055,-122.05899810791016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149_242,2
140247,2013-07-17 18:58:23,Amanita augusta,36.990400314331055,-122.05899810791016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,149_242,2
27679,2009-11-03 05:28:40,Amanita augusta,37.022600173950195,-121.95449829101562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158_263,6
228465,2016-01-22 00:46:45,Amanita augusta,37.05125045776367,-121.5364990234375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,166_347,6
90937,2012-03-25 23:54:41,Amanita augusta,37.86305046081543,-122.22000122070312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393_210,5
230991,2016-02-09 02:29:35,Amanita augusta,38.06800079345703,-122.7334976196289,0,0,0,0,0,1,0,0,0,0,1,0,0,0,450_107,3
28639,2009-11-23 06:02:15,Amanita augusta,37.01115036010742,-122.06650161743164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155_241,2
1864,2007-01-05 17:06:36,Amanita augusta,37.33015060424805,-122.18000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244_218,4
1938,2007-01-13 00:28:32,Amanita augusta,37.33015060424805,-122.18000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244_218,4
29716,2009-12-07 19:51:10,Amanita augusta,37.80014991760254,-122.16899871826172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375_220,5
2411,2007-02-14 17:28:29,Amanita augusta,37.33015060424805,-122.18000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244_218,4
61174,2010-12-23 02:57:20,Amanita augusta,37.435800552368164,-122.34199905395508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,274_186,8
30323,2009-12-15 01:04:41,Amanita augusta,37.83289909362793,-122.16550064086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385_221,5
263791,2016-12-10 00:57:11,Amanita augusta,37.01115036010742,-122.06650161743164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155_241,2
163559,2014-04-17 06:29:10,Amanita augusta,37.848899841308594,-122.20550155639648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389_213,5
63097,2011-02-06 16:19:29,Amanita augusta,37.33015060424805,-122.18000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244_218,4
6307,2008-02-05 07:49:10,Amanita augusta,38.09270095825195,-122.55500030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457_143,3
6900,2008-02-25 15:04:13,Amanita augusta,37.81235122680664,-122.18850326538086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379_216,5
64553,2011-03-21 23:30:33,Amanita augusta,37.80014991760254,-122.16899871826172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375_220,5
33854,2010-02-20 13:30:54,Amanita augusta,37.33015060424805,-122.18000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244_218,4
121966,2013-01-02 15:57:28,Amanita augusta,37.83289909362793,-122.16550064086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385_221,5
122589,2013-01-11 03:11:40,Amanita augusta,37.05125045776367,-121.5364990234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166_347,6
192134,2014-12-07 05:05:30,Amanita augusta,36.98500061035156,-122.08899688720703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147_236,2
49194,2010-07-26 23:11:27,Amanita augusta,37.81235122680664,-122.18850326538086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379_216,5
51044,2010-08-22 00:08:00,Amanita augusta,37.878299713134766,-122.23550033569336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397_207,5
85278,2011-12-29 00:56:48,Amanita augusta,37.83289909362793,-122.16550064086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385_221,5
59392,2010-11-21 06:20:49,Amanita augusta,36.982648849487305,-121.87249755859375,0,0,0,0,0,1,1,0,0,0,0,0,0,0,147_280,6
523,2006-05-21 07:34:32,Amanita augusta,37.06289863586426,-122.2490005493164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,169_204,2
28611,2009-11-22 03:50:29,Amanita augusta,36.51515007019043,-121.94599914550781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16_265,0
108187,2012-09-03 03:10:40,Amanita augusta,37.81235122680664,-122.18850326538086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379_216,5
31018,2009-12-29 00:29:06,Amanita augusta,37.81235122680664,-122.18850326538086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379_216,5
268684,2017-01-31 04:58:19,Amanita augusta,37.06839942932129,-121.94950103759766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,171_264,6
20672,2009-04-29 10:32:29,Amanita augusta,37.33015060424805,-122.18000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244_218,4
35263,2010-04-05 17:12:46,Amanita augusta,37.33015060424805,-122.18000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244_218,4
83487,2011-11-28 00:42:37,Amanita augusta,37.80014991760254,-122.16899871826172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375_220,5
194929,2014-12-28 05:17:35,Amanita augusta,37.86305046081543,-122.22000122070312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393_210,5
306881,2018-01-19 04:04:34,Amanita augusta,36.610300064086914,-121.93199920654297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43_268,0
60884,2010-12-17 00:23:19,Amanita augusta,37.39284896850586,-122.31800079345703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262_190,8
29738,2009-12-08 00:54:55,Amanita augusta,37.83289909362793,-122.16550064086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385_221,5
93099,2012-04-21 16:42:10,Amanita augusta,37.86305046081543,-122.22000122070312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393_210,5
61102,2010-12-20 23:15:36,Amanita augusta,37.83289909362793,-122.16550064086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385_221,5
108186,2012-09-03 03:07:20,Amanita augusta,36.990400314331055,-122.05899810791016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149_242,2
30902,2009-12-25 00:50:38,Amanita augusta,37.83289909362793,-122.16550064086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385_221,5
62296,2011-01-14 02:50:21,Amanita augusta,36.99515151977539,-121.78799819946289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150_296,6
5860,2008-01-04 00:54:20,Amanita augusta,37.33015060424805,-122.18000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244_218,4
31432,2010-01-04 03:03:45,Amanita augusta,37.43775177001953,-122.36999893188477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274_180,8
64168,2011-03-08 01:46:04,Amanita augusta,37.83289909362793,-122.16550064086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385_221,5
265806,2016-12-31 04:46:12,Amanita augusta,36.56159973144531,-121.86599731445312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29_281,0
266409,2017-01-04 21:22:24,Amanita augusta,36.56159973144531,-121.86599731445312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29_281,0
120816,2012-12-23 01:25:52,Amanita augusta,37.83289909362793,-122.16550064086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385_221,5
188708,2014-11-16 17:45:18,Amanita augusta,37.06254959106445,-122.02949905395508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169_248,2
267227,2017-01-14 19:36:40,Amanita augusta,37.96669960021973,-122.26249694824219,0,0,0,0,1,0,1,0,0,0,0,0,0,0,422_201,5
