id,version,"created_at","updated_at",user_id,description_id,rss_log_id,num_views,"last_view",rank,"text_name","search_name","display_name","sort_name","citation",deprecated,synonym_id,correct_spelling_id,"notes","classification",ok_for_export,"author","lifeform",locked
191,5,"2007-01-10 05:03:47","2018-05-20 04:45:03",123,NULL,314487,584,"2018-08-16 04:36:41",4,"Leccinum manzanitae","Leccinum manzanitae Thiers","**__Leccinum manzanitae__** Thiers","Leccinum manzanitae  Thiers","Mycologia 63: 266. 1971.",0,NULL,NULL,"Type: California

_Leccinum subsect. Versicolores_","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Boletales_
Family: _Boletaceae_",1,"Thiers"," ",0
192,3,"2007-01-10 05:03:47","2018-04-05 20:53:50",1,5486,179886,1223,"2018-09-09 16:33:19",4,"Laetiporus conifericola","Laetiporus conifericola Burds. & Banik","**__Laetiporus conifericola__** Burds. & Banik","Laetiporus conifericola  Burds. & Banik","\"_Harvard Pap. Bot._ 6(1): 47 (2001)\":http://www.fpl.fs.fed.us/documnts/pdf2001/burds01a.pdf",0,NULL,NULL,"http://www.speciesfungorum.org/Names/GSDSpecies.asp?RecordID=372852
http://www.mycobank.org/MB/372852","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Polyporales_
Family: _Laetiporaceae_",1,"Burds. & Banik"," ",0
193,4,"2007-01-10 05:03:47","2015-12-10 04:41:24",1,NULL,150017,652,"2018-09-05 17:50:16",4,"Lactarius xanthogalactus","Lactarius xanthogalactus Peck","**__Lactarius xanthogalactus__** Peck","Lactarius xanthogalactus  Peck","Bull. Torrey bot. Club 34: 346 (1907)",0,5579,NULL,"",NULL,1,"Peck"," ",0
196,4,"2007-01-10 05:03:47","2017-03-21 17:40:16",123,66,3326,2983,"2018-09-01 20:31:30",4,"Lactarius rubrilacteus","Lactarius rubrilacteus Hesler & A.H. Sm.","**__Lactarius rubrilacteus__** Hesler & A.H. Sm.","Lactarius rubrilacteus  Hesler & A.H. Sm.","North Amer. Sp. of Lactarius, p. 76. 1979.",0,6230,NULL,"Type: Oregon, USA, Grants Pass","Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Russulales_
Family: _Russulaceae_",1,"Hesler & A.H. Sm."," ",0
197,12,"2007-01-10 05:03:47","2013-10-20 22:25:33",1,67,5113,1518,"2018-09-06 17:18:10",4,"Lactarius rubidus","Lactarius rubidus (Hesler & A.H. Sm.) Methven","**__Lactarius rubidus__** (Hesler & A.H. Sm.) Methven","Lactarius rubidus  (Hesler & A.H. Sm.) Methven","Mycotaxon 124: 324 (2013)",0,580,NULL,"Studies of North American macrofungi, 1. Validation of Lactarius rubidus comb. nov. and Leccinellum quercophilum sp. nov.
Authors: Kuo, Michael; Methven, Andrew S.; Minnis, Andrew M.; Halling, Roy E.
Source: Mycotaxon, Volume 124, April-June 2013, pp. 323-332.","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Russulales_
Family: _Russulaceae_",1,"(Hesler & A.H. Sm.) Methven"," ",0
198,3,"2007-01-10 05:03:48","2009-04-21 06:23:44",1,NULL,22146,732,"2018-09-09 15:49:08",4,"Lactarius resimus","Lactarius resimus (Fr.) Fr.","**__Lactarius resimus__** (Fr.) Fr.","Lactarius resimus  (Fr.) Fr.","",0,NULL,NULL,NULL,NULL,1,"(Fr.) Fr."," ",0
199,5,"2007-01-10 05:03:48","2013-10-21 03:05:35",123,68,32358,210,"2018-08-27 03:07:08",4,"Lactarius pubescens","Lactarius pubescens Fr.","**__Lactarius pubescens__** Fr.","Lactarius pubescens  Fr.","Epicr. syst. mycol. (Upsaliae): 335 (1838) [1836-1838]",0,435,NULL,"","Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Russulales_
Family: _Russulaceae_",0,"Fr."," ",0
200,3,"2007-01-10 05:03:48","2013-10-21 03:26:50",1,NULL,169678,577,"2018-08-27 03:07:10",2,"Lactarius pubescens var. betulae","Lactarius pubescens var. betulae (A.H. Sm.) Hesler & A.H. Sm.","**__Lactarius pubescens__** var. **__betulae__** (A.H. Sm.) Hesler & A.H. Sm.","Lactarius pubescens  {6var.  betulae  (A.H. Sm.) Hesler & A.H. Sm.","North American Species of Lactarius (Ann Arbor): 282 (1979)",0,4170,NULL,"",NULL,1,"(A.H. Sm.) Hesler & A.H. Sm."," ",0
201,2,"2007-01-10 05:03:48","2013-11-01 23:21:56",1,69,22827,344,"2018-08-27 03:04:30",4,"Lactarius pallescens","Lactarius pallescens Hesler & A.H. Sm.","**__Lactarius pallescens__** Hesler & A.H. Sm.","Lactarius pallescens  Hesler & A.H. Sm.","",0,4185,NULL,NULL,"Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Russulales_
Family: _Russulaceae_",1,"Hesler & A.H. Sm."," ",0
204,3,"2007-01-10 05:03:48","2013-03-02 04:47:13",1,NULL,146697,198,"2018-09-05 02:23:40",4,"Lactarius argillaceifolius","Lactarius argillaceifolius Hesler & A.H. Sm.","**__Lactarius argillaceifolius__** Hesler & A.H. Sm.","Lactarius argillaceifolius  Hesler & A.H. Sm.","North American Species of Lactarius (Ann Arbor): 366 (1979)",0,NULL,NULL,"",NULL,1,"Hesler & A.H. Sm."," ",0
205,2,"2007-01-10 05:03:48","2017-08-11 08:12:18",1,2134,85605,379,"2018-08-29 06:32:13",2,"Lactarius argillaceifolius var. megacarpus","Lactarius argillaceifolius var. megacarpus Hesler & A.H. Sm.","**__Lactarius argillaceifolius__** var. **__megacarpus__** Hesler & A.H. Sm.","Lactarius argillaceifolius  {6var.  megacarpus  Hesler & A.H. Sm.",NULL,0,6478,NULL,NULL,"",1,"Hesler & A.H. Sm."," ",0
206,4,"2007-01-10 05:03:48","2017-10-24 02:55:50",123,2131,85601,922,"2018-09-08 19:22:24",4,"Lactarius alnicola","Lactarius alnicola A.H. Sm.","**__Lactarius alnicola__** A.H. Sm.","Lactarius alnicola  A.H. Sm.","_Brittonia_ **12**: 319 (1960)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Russulales_
Family: _Russulaceae_",1,"A.H. Sm."," ",0
207,3,"2007-01-10 05:03:49","2013-04-09 16:03:14",1,2473,90234,1149,"2018-08-29 20:46:55",4,"Laccaria laccata","Laccaria laccata (Scop.) Cooke","**__Laccaria laccata__** (Scop.) Cooke","Laccaria laccata  (Scop.) Cooke","Grevillea 12(no. 63): 70 (1884)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Hynangiaceae_",1,"(Scop.) Cooke"," ",0
208,3,"2007-01-10 05:03:49","2018-01-14 20:00:10",1,NULL,176192,848,"2018-09-09 20:18:31",4,"Jahnoporus hirtus","Jahnoporus hirtus (Quél.) Nuss","**__Jahnoporus hirtus__** (Quél.) Nuss","Jahnoporus hirtus  (Quél.) Nuss","Hoppea 39: 176 (1980)",0,6680,NULL,"",NULL,1,"(Quél.) Nuss"," ",0
209,8,"2007-01-10 05:03:49","2018-05-29 22:08:55",1,4968,43304,4502,"2018-09-08 20:21:26",9,"Inocybe","Inocybe (Fr.) Fr.","**__Inocybe__** (Fr.) Fr.","Inocybe  (Fr.) Fr.","(Fr.) Fr., Monogr. Hymenomyc. Suec. (Upsaliae) 2(2): 346 (1863)",0,3046,NULL,"http://www.cybertruffle.org.uk/cgi-bin/nome.pl?organism=10151&glo=eng","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Inocybaceae_",1,"(Fr.) Fr."," ",0
210,6,"2007-01-10 05:03:49","2016-05-15 23:45:10",1,5242,3216,470,"2018-09-06 19:53:14",4,"Inocybe fraudans","Inocybe fraudans (Britzelm.) Sacc.","**__Inocybe fraudans__** (Britzelm.) Sacc.","Inocybe fraudans  (Britzelm.) Sacc.","_Syll. fung._ (Abellini) **5**: 778 (1887)",0,579,NULL,"http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=192657","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Inocybaceae_",1,"(Britzelm.) Sacc."," ",0
212,3,"2007-01-10 05:03:49","2014-11-30 18:20:33",1,5721,174243,374,"2018-08-27 06:22:18",4,"Inocybe adaequata","Inocybe adaequata (Britzelm.) Sacc.","**__Inocybe adaequata__** (Britzelm.) Sacc.","Inocybe adaequata  (Britzelm.) Sacc.","Syll. fung. (Abellini) 5: 767 (1887)",0,490,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Inocybaceae_",1,"(Britzelm.) Sacc."," ",0
213,3,"2007-01-10 05:03:49","2008-11-28 17:39:24",1,NULL,NULL,344,"2018-09-06 19:57:32",4,"Hypomyces chrysospermum","Hypomyces chrysospermum","__Hypomyces chrysospermum__","Hypomyces chrysospermum",NULL,1,2505,6041,"Correct name is \"Hypomyces chrysospermus Tul. & C. Tul.\" according to Index Fungorum.",NULL,1,""," ",0
214,3,"2007-01-10 05:03:49","2014-01-19 02:30:44",1,NULL,53777,353,"2018-09-05 22:17:10",4,"Hypomyces cervinigenus","Hypomyces cervinigenus Rogerson & Simms","**__Hypomyces cervinigenus__** Rogerson & Simms","Hypomyces cervinigenus  Rogerson & Simms","Mycologia 63(2): 418 (1971)",0,NULL,NULL,"",NULL,1,"Rogerson & Simms"," ",0
216,6,"2007-01-10 05:03:49","2018-05-14 17:22:43",1,73,20992,1980,"2018-09-06 02:00:44",4,"Hypholoma fasciculare","Hypholoma fasciculare (Huds.) P. Kumm.","**__Hypholoma fasciculare__** (Huds.) P. Kumm.","Hypholoma fasciculare  (Huds.) P. Kumm.","_Führ. Pilzk._ (Zerbst): 72 (1871)",0,572,NULL,"http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=152334
http://www.mycobank.org/Biolomics.aspx?Table=Mycobank&MycoBankNr_=152334","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Strophariaceae_",1,"(Huds.) P. Kumm."," ",0
220,2,"2007-01-10 05:03:49","2011-12-23 18:32:59",1,2160,85736,437,"2018-08-23 01:25:28",4,"Hygrophorus russula","Hygrophorus russula (Schaeff.) Kauffman","**__Hygrophorus russula__** (Schaeff.) Kauffman","Hygrophorus russula  (Schaeff.) Kauffman",NULL,0,2557,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Hygrophoraceae_",1,"(Schaeff.) Kauffman"," ",0
221,4,"2007-01-10 05:03:49","2017-12-26 15:20:23",1,2163,85739,318,"2018-09-09 15:00:19",4,"Hygrophorus roseibrunneus","Hygrophorus roseibrunneus Murrill","**__Hygrophorus roseibrunneus__** Murrill","Hygrophorus roseibrunneus  Murrill","N. Amer. Fl. (New York) 9(6): 394 (1916)",0,4631,NULL,"Correct name is \"Hygrophorus roseobrunneus Murrill\" according to Index Fungorum.","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Hygrophoraceae_",1,"Murrill"," ",0
222,2,"2007-01-10 05:03:49","2012-09-05 21:07:42",1,2157,85733,827,"2018-09-06 00:36:13",4,"Hygrophorus eburneus","Hygrophorus eburneus (Bull.) Fr.","**__Hygrophorus eburneus__** (Bull.) Fr.","Hygrophorus eburneus  (Bull.) Fr.",NULL,0,2820,NULL,NULL,"Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Hygrophoraceae_",1,"(Bull.) Fr."," ",0
223,2,"2007-01-10 05:03:50","2011-12-22 16:23:30",1,2521,90889,495,"2018-08-16 02:04:43",4,"Hygrophorus chrysodon","Hygrophorus chrysodon (Batsch) Fr.","**__Hygrophorus chrysodon__** (Batsch) Fr.","Hygrophorus chrysodon  (Batsch) Fr.",NULL,0,2518,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Hygrophoraceae_",1,"(Batsch) Fr."," ",0
224,2,"2007-01-10 05:03:50","2015-12-10 04:33:36",1,7884,64321,1286,"2018-09-08 23:54:38",4,"Hygrophoropsis aurantiaca","Hygrophoropsis aurantiaca (Wulfen) Maire","**__Hygrophoropsis aurantiaca__** (Wulfen) Maire","Hygrophoropsis aurantiaca  (Wulfen) Maire","__L'Empoisonnem. Champ.__: 99 (1921)",0,5575,NULL,"In the western US, there may well be a couple of species hiding under this one name.

<br/>There are some pretty common color variations like in \"this observation\":http://mushroomobserver.org/observer/show_image/7597.  There also seems to be some common \"size extremes\":http://mushroomobserver.org/observer/show_image/364.

<br/>In addition, a few years back I found a \"__Hygrophoropsis__ with a spermatic odor.\":http://mushroomobserver.org/304  I've done a little informal checking since then and is seems like the smaller brighter ones are more likely to have this features and the larger and browner ones don't.  I'd be interested in getting more data on this.  I'll also add a comment to the name page.

<br/>The only other __Hygrophoropsis__ that I find commonly referred to is __H. morganii__ (= __H. olida__) which has a distinctive sweet odor.  Fungi of Switzerland, Vol. 3 has photos of both __H. aurantiaca__ and __H. morganii__.","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Boletales_
Family: _Hygrophoropsidaceae_",1,"(Wulfen) Maire"," ",0
225,3,"2007-01-10 05:03:50","2017-01-24 15:25:39",1,1906,64135,809,"2018-09-10 01:40:46",4,"Hygrocybe punicea","Hygrocybe punicea (Fr.) P. Kumm.","**__Hygrocybe punicea__** (Fr.) P. Kumm.","Hygrocybe punicea  (Fr.) P. Kumm.","Der Führer in die Pilzkunde: 112 (1871) [MB#356817]",0,215,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Hygrophoraceae_",1,"(Fr.) P. Kumm."," ",0
227,3,"2007-01-10 05:03:50","2018-07-07 19:13:52",1,2151,85730,922,"2018-09-10 00:19:06",4,"Hygrocybe miniata","Hygrocybe miniata (Fr.) P. Kumm.","**__Hygrocybe miniata__** (Fr.) P. Kumm.","Hygrocybe miniata  (Fr.) P. Kumm.","Der Führer in die Pilzkunde: 112 (1871) [MB#356816]",0,6988,NULL,"Collected by :	M. Moser	 
Collectors number :	80/372	 
Collection date :	21/09/1980	 
Country (state) :
Sweden
 
Location details :	Småland, Femsjö	 
Status :	Neotype

http://www.mycobank.org/BioloMICS.aspx?Link=T&TableKey=14682616000000070&Rec=165608&Fields=All","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Hygrophoraceae_",1,"(Fr.) P. Kumm."," ",0
228,4,"2007-01-10 05:03:50","2016-01-05 08:38:32",1,2152,64320,1000,"2018-09-04 13:16:24",4,"Hygrocybe flavescens","Hygrocybe flavescens (Kauffman) Singer","**__Hygrocybe flavescens__** (Kauffman) Singer","Hygrocybe flavescens  (Kauffman) Singer","Lloydia 22: 154 (1951)",0,NULL,NULL,"Holotype
Remarks specimen:	herb. not indicated	 
Collected by:	C.H. Kauffman	 
Collection date:	aug 1905	 
Location details:	Emmet Co.	 
Country (state): Michigan
http://www.mycobank.org/BioloMICS.aspx?TableKey=14682616000000070&Rec=91950&Fields=All","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Hygrophoraceae_",1,"(Kauffman) Singer"," ",0
232,3,"2007-01-10 05:03:50","2017-12-31 18:23:38",1,NULL,63219,2420,"2018-09-07 02:29:05",4,"Hydnellum peckii","Hydnellum peckii Banker","**__Hydnellum peckii__** Banker","Hydnellum peckii  Banker","in Peck, Bull. N.Y. St. Mus. 157: 28 (1912)",0,664,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Thelephorales_
Family: _Bankeraceae_",1,"Banker"," ",0
233,4,"2007-01-10 05:03:51","2010-04-12 21:45:49",1,NULL,38614,484,"2018-09-08 01:22:31",4,"Hericium ramosum","Hericium ramosum (Bull.) Letell.","__Hericium ramosum__ (Bull.) Letell.","Hericium ramosum  (Bull.) Letell.","Hist. Champ. France (Paris): 43 (1826)",1,175,NULL,"Hericium coralloides is the preferred name for this taxon according to Index Fungorum.


http://indexfungorum.org/Names/NamesRecord.asp?RecordID=356813",NULL,1,"(Bull.) Letell."," ",0
234,3,"2007-01-10 05:03:51","2013-03-02 01:02:03",1,2708,93479,1387,"2018-09-09 23:54:24",4,"Hericium erinaceus","Hericium erinaceus (Bull.) Pers.","**__Hericium erinaceus__** (Bull.) Pers.","Hericium erinaceus  (Bull.) Pers.","Comm. fung. clav. (Lipsiae): 27 (1797)",0,174,NULL,"","Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Basidiomycetes_
Order: _Russulales_
Family: _Hericiaceae_",1,"(Bull.) Pers."," ",0
235,3,"2007-01-10 05:03:51","2013-03-11 21:13:34",1,2709,93482,884,"2018-09-08 22:35:20",4,"Hericium abietis","Hericium abietis (Weir ex Hubert) K.A. Harrison","**__Hericium abietis__** (Weir ex Hubert) K.A. Harrison","Hericium abietis  (Weir ex Hubert) K.A. Harrison","Can. J. Bot. 32: 1208 (1964)",0,173,NULL,"","Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Russulales_
Family: _Hericiaceae_",1,"(Weir ex Hubert) K.A. Harrison"," ",0
238,4,"2007-01-10 05:03:51","2013-05-20 19:09:17",1,79,22395,764,"2018-09-07 00:18:46",4,"Helvella leucomelaena","Helvella leucomelaena (Pers.) Nannf.","**__Helvella leucomelaena__** (Pers.) Nannf.","Helvella leucomelaena  (Pers.) Nannf.","in Lundell & Nannfeldt, Fungi exsicc. upsal. 21: 952 (1941)",0,171,NULL,"","Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Pezizomycetes_
Order: _Pezizales_
Family: _Helvellaceae_",1,"(Pers.) Nannf."," ",0
239,4,"2007-01-10 05:03:51","2012-04-10 03:37:27",1,80,23007,902,"2018-07-30 06:40:16",4,"Helvella lacunosa","Helvella lacunosa Afzel.","**__Helvella lacunosa__** Afzel.","Helvella lacunosa  Afzel.","K. Vetensk-Acad. Handl. 4: 303 (1783)",0,170,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Pezizomycetes_
Order: _Pezizales_
Family: _Helvellaceae_",1,"Afzel."," ",0
240,3,"2007-01-10 05:03:51","2012-03-17 15:40:01",1,81,3372,673,"2018-09-03 06:59:31",4,"Helvella crispa","Helvella crispa (Scop.) Fr.","**__Helvella crispa__** (Scop.) Fr.","Helvella crispa  (Scop.) Fr.","Syst. mycol. (Lundae) 2(1): 14 (1822)",0,2544,NULL,"","Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Pezizomycetes_
Order: _Pezizales_
Family: _Helvellaceae_",1,"(Scop.) Fr."," ",0
241,3,"2007-01-10 05:03:51","2013-03-02 00:55:04",1,NULL,146675,652,"2018-08-05 02:18:21",4,"Helvella compressa","Helvella compressa (Snyder) N.S. Weber","**__Helvella compressa__** (Snyder) N.S. Weber","Helvella compressa  (Snyder) N.S. Weber","Beih. Nova Hedwigia 51: 35 (1975)",0,NULL,NULL,"",NULL,1,"(Snyder) N.S. Weber"," ",0
242,4,"2007-01-10 05:03:51","2009-09-30 15:01:27",1,82,3377,334,"2018-09-04 02:03:04",4,"Hebeloma sinapizans","Hebeloma sinapizans (Fr.) Sacc.","**__Hebeloma sinapizans__** (Fr.) Sacc.","Hebeloma sinapizans  (Fr.) Sacc.","Syll. fung. (Abellini) 5: 799 (1887)",0,2648,NULL,NULL,"Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Hymenogastraceae_",1,"(Fr.) Sacc."," ",0
243,4,"2007-01-10 05:03:51","2013-02-15 17:40:43",1,83,22969,665,"2018-09-05 22:31:21",4,"Gyromitra infula","Gyromitra infula (Schaeff.) Quél.","**__Gyromitra infula__** (Schaeff.) Quél.","Gyromitra infula  (Schaeff.) Quél.","Enchir. fung. (Paris): 272 (1886)",0,3393,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Ascomycota_
Class: _Pezizomycetes_
Order: _Pezizales_
Family: _Discinaceae_",1,"(Schaeff.) Quél."," ",0
246,3,"2007-01-10 05:03:52","2013-11-11 22:02:52",1,2591,91873,472,"2018-08-31 19:05:50",4,"Gymnopus villosipes","Gymnopus villosipes (Cleland) Desjardin, Halling & B.A. Perry","**__Gymnopus villosipes__** (Cleland) Desjardin, Halling & B.A. Perry","Gymnopus villosipes  (Cleland) Desjardin, Halling & B.A. Perry","Mycotaxon 64:141-147. 1997.",0,2797,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Omphalotaceae_",1,"(Cleland) Desjardin, Halling & B.A. Perry"," ",0
247,6,"2007-01-10 05:03:52","2018-01-11 11:12:08",1,4206,70232,2529,"2018-09-09 22:01:17",9,"Gymnopus","Gymnopus (Pers.) Roussel","**__Gymnopus__** (Pers.) Roussel","Gymnopus  (Pers.) Roussel","Fl. Calvados, Edn 2: 62 (1806) / Roussel, H.F.A. 1806. Flore du Calvados et terrains adjacents, composée suivant la méthode de Jussieu. :1-372",0,3913,NULL,"http://www.indexfungorum.org/names/NamesRecord.asp?RecordID=17703
http://www.mycobank.org/BioloMICS.aspx?Table=Mycobank&Rec=60007&Fields=All.","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Omphalotaceae_",1,"(Pers.) Roussel"," ",0
248,5,"2007-01-10 05:03:52","2018-07-03 01:43:28",1,86,2922,1704,"2018-09-09 16:23:20",4,"Gymnopus dryophilus","Gymnopus dryophilus (Bull.) Murrill","**__Gymnopus dryophilus__** (Bull.) Murrill","Gymnopus dryophilus  (Bull.) Murrill","N. Amer. Fl. (New York) 9(5): 362 (1916)",0,6498,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Omphalotaceae_",1,"(Bull.) Murrill"," ",0
251,6,"2007-01-10 05:03:52","2018-06-14 03:42:10",1,1858,56627,4580,"2018-09-10 02:04:37",4,"Gymnopilus luteofolius","Gymnopilus luteofolius (Peck) Singer","**__Gymnopilus luteofolius__** (Peck) Singer","Gymnopilus luteofolius  (Peck) Singer","Lilloa 22: 560 (1951) [1949]",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Agaricales_
Family: _Hymenogastraceae_",0,"(Peck) Singer"," ",0
252,3,"2007-01-10 05:03:52","2018-06-30 00:40:42",1,NULL,184441,371,"2018-09-01 07:31:25",4,"Gymnopilus luteocarneus","Gymnopilus luteocarneus Hesler","**__Gymnopilus luteocarneus__** Hesler","Gymnopilus luteocarneus  Hesler","Mycol. Mem. 3: 62 (1969)",0,NULL,NULL,"",NULL,1,"Hesler"," ",0
257,4,"2007-01-10 05:03:52","2014-10-13 02:28:39",1,5315,173589,736,"2018-08-21 14:27:33",4,"Gomphidius subroseus","Gomphidius subroseus Kauffman","**__Gomphidius subroseus__** Kauffman","Gomphidius subroseus  Kauffman","\"??Mycologia?? 17(3): 120\":http://www.jstor.org/stable/pdfplus/3753869.pdf?acceptTC=true&acceptTC=true&jpdConfirm=true (1925)",0,NULL,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Boletales_
Family: _Gomphidiaceae_",1,"Kauffman"," ",0
258,4,"2007-01-10 05:03:52","2013-12-03 02:29:21",1,94,22398,567,"2018-08-27 01:42:01",4,"Gomphidius glutinosus","Gomphidius glutinosus (Schaeff.) Fr.","**__Gomphidius glutinosus__** (Schaeff.) Fr.","Gomphidius glutinosus  (Schaeff.) Fr.","Epicr. syst. mycol. (Upsaliae): 319 (1838) [1836-1838]",0,3678,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Boletales_
Family: _Gomphidiaceae_",1,"(Schaeff.) Fr."," ",0
260,3,"2007-01-10 05:03:52","2017-01-06 10:37:27",1,4146,108107,1210,"2018-08-30 07:10:53",9,"Geastrum","Geastrum Pers.","**__Geastrum__** Pers.","Geastrum  Pers.","Neues Mag. Bot. 1: 85 (1794)",0,127,NULL,"","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Geastrales_
Family: _Geastraceae_",1,"Pers."," ",0
261,3,"2007-01-10 05:03:52","2013-12-20 18:40:55",1,NULL,177583,593,"2018-09-06 18:56:51",4,"Geastrum fornicatum","Geastrum fornicatum (Huds.) Hook.","**__Geastrum fornicatum__** (Huds.) Hook.","Geastrum fornicatum  (Huds.) Hook.","Curtis Fl. Londin. 4: 575 (1821)",0,2761,NULL,"",NULL,1,"(Huds.) Hook."," ",0
264,7,"2007-01-10 05:03:52","2018-04-03 19:58:12",1,96,36528,1720,"2018-08-30 20:06:18",4,"Ganoderma lucidum","Ganoderma lucidum (Curtis) P. Karst.","**__Ganoderma lucidum__** (Curtis) P. Karst.","Ganoderma lucidum  (Curtis) P. Karst.","\"_Revue Mycol._, Toulouse 3(9): 17\":http://gallica.bnf.fr/ark:/12148/bpt6k6270450w/f21.image (1881)",0,2962,NULL,"Basionym: Boletus lucidus Curtis 1781

Sanctioning author: Fr.","Domain: _Eukarya_
Kingdom: _Fungi_
Phylum: _Basidiomycota_
Class: _Agaricomycetes_
Order: _Polyporales_
Family: _Ganodermataceae_",1,"(Curtis) P. Karst."," ",0
265,7,"2007-01-10 05:03:52","2018-07-25 07:12:50",1,97,18085,4262,"2018-09-09 15:05:18",4,"Ganoderma applanatum","Ganoderma applanatum (Pers.) Pat.","**__Ganoderma applanatum__** (Pers.) Pat.","Ganoderma applanatum  (Pers.) Pat.","Hyménomyc. Eur. (Paris): 143 (1887) [nom. con.]",0,6080,NULL,"6.	G. applanatum	(Pers. ex Wallr.) Pat.
Spores measure 6.5-8-5 x 4'5-6'5 (7-8 X 5\"5) [L, Q= 1\"42, being significantly smaller than those of the other British species, and are ovoid to
ellipsoid with an applanate to slightly convex adaxial surface and a strongly curved abaxial surface. The perisporial membrane forms an obtusely conical
outline to the spore apex in younger spores but this finally collapses to give a truncated discoid region I 5-2.5 it diam., with an irregular margin. Ultra- structural examination reveals the perisporium as a smooth continuous
membrane over the entire spore surface, except for the apex, which develops
a series of irregular elongated depressions approximately parallel to the
longitudinal axis of the spore. These depressions break down as slit-like
openings in between the underlying exosporial verrucae. Removal of the
perisporium with chromic acid, reveals the exosporial ornament in the form
of small, low verrucae, measuring 0o2-0-4 X o 2-o0'5 [, either truncated or
